time,open,high,low,close,vwap,volume,count
1702407780,41250.0,41298.3,41250.0,41274.4,41266.2,1.24619878,18
1702407840,41274.5,41274.5,41274.4,41274.4,41274.4,0.06101350,9
1702407900,41274.4,41274.4,41224.1,41225.0,41236.4,0.04127863,9
1702407960,41224.9,41242.2,41219.2,41219.3,41240.3,0.30131483,10
1702408020,41224.0,41224.0,41223.9,41223.9,41223.9,0.93485229,10
1702408080,41224.0,41224.0,41216.9,41218.1,41223.8,0.61584330,9
1702408140,41218.0,41250.0,41218.0,41250.0,41227.6,0.05386530,14
1702408200,41250.0,41254.9,41250.0,41250.1,41250.0,0.55694271,13
1702408260,41250.0,41253.4,41232.4,41253.4,41235.7,0.30080631,16
1702408320,41249.8,41256.1,41249.3,41249.7,41249.8,0.25844740,19
1702408380,41251.2,41253.8,41251.2,41253.7,41253.7,0.06211247,11
1702408440,41253.7,41256.1,41238.8,41242.4,41244.9,0.57599321,24
1702408500,41242.3,41242.3,41203.1,41203.2,41232.3,0.10004663,17
1702408560,41203.2,41218.6,41203.2,41214.8,41214.9,0.21315819,11
1702408620,41214.8,41228.0,41211.6,41228.0,41214.1,0.71334506,20
1702408680,41203.2,41203.2,41203.1,41203.1,41203.1,0.06322598,7
1702408740,41203.2,41203.2,41159.4,41159.4,41171.6,1.55286609,16
1702408800,41159.4,41174.8,41159.3,41165.9,41163.1,0.29220649,13
1702408860,41167.9,41172.0,41158.0,41158.1,41161.5,0.30109941,19
1702408920,41158.0,41158.0,41076.7,41076.7,41116.1,2.18353621,38
1702408980,41076.7,41076.8,41076.7,41076.8,41076.7,0.04784156,13
1702409040,41076.8,41076.8,41076.7,41076.8,41076.7,1.72127463,12
1702409100,41076.8,41076.8,41050.1,41050.1,41062.3,0.56683446,30
1702409160,41056.5,41059.6,41042.2,41042.2,41049.6,0.82179990,19
1702409220,41042.2,41049.0,41036.0,41036.0,41041.3,1.04970599,28
1702409280,41032.3,41032.4,41024.1,41024.2,41028.6,0.60999231,19
1702409340,41024.2,41024.2,41015.1,41020.4,41015.8,1.26642143,24
1702409400,41015.1,41074.1,41015.1,41054.5,41066.9,2.37963733,13
1702409460,41056.5,41114.1,41054.9,41105.5,41067.1,1.57120081,18
1702409520,41101.3,41128.5,41078.8,41128.5,41088.2,1.57222828,19
1702409580,41128.5,41176.8,41128.5,41176.8,41148.6,20.68455291,53
1702409640,41176.8,41240.9,41176.8,41221.2,41220.4,31.35348203,62
1702409700,41218.6,41243.5,41214.1,41214.1,41230.7,2.18515768,20
1702409760,41225.7,41225.7,41214.0,41214.1,41225.1,0.34922667,11
1702409820,41214.1,41214.1,41176.8,41187.2,41194.7,0.41374654,17
1702409880,41176.8,41176.8,41176.7,41176.8,41176.7,0.10676766,9
1702409940,41176.8,41176.8,41176.7,41176.8,41176.7,0.02364812,5
1702410000,41176.8,41176.8,41176.7,41176.8,41176.7,0.42141577,22
1702410060,41176.8,41176.8,41176.7,41176.7,41176.7,0.09403130,14
1702410120,41176.8,41176.8,41176.7,41176.8,41176.7,0.09397850,19
1702410180,41176.8,41176.8,41176.7,41176.7,41176.7,0.08211099,11
1702410240,41176.8,41176.8,41176.7,41176.7,41176.7,0.00530752,6
1702410300,41176.7,41176.7,41148.2,41148.3,41149.2,1.34443908,12
1702410360,41148.2,41148.2,41116.7,41119.0,41119.5,16.33296385,37
1702410420,41119.0,41119.1,41066.4,41066.4,41110.6,2.81339314,22
1702410480,41066.4,41088.8,41066.4,41081.6,41080.2,13.88114510,44
1702410540,41070.6,41102.0,41070.6,41086.7,41092.1,0.10414334,10
1702410600,41094.1,41107.8,41085.1,41107.8,41087.2,0.81713217,16
1702410660,41107.8,41147.6,41107.8,41146.5,41140.0,2.15735253,14
1702410720,41146.8,41161.9,41143.8,41161.9,41146.3,0.05200125,7
1702410780,41161.9,41227.2,41161.9,41227.2,41201.6,0.37627974,26
1702410840,41220.7,41220.7,41198.8,41198.8,41213.6,1.22481064,11
1702410900,41194.1,41194.1,41180.4,41180.4,41189.6,5.19575949,28
1702410960,41168.7,41168.7,41149.6,41149.6,41164.3,0.83837271,13
1702411020,41147.2,41149.2,41089.2,41089.2,41098.4,0.05713859,13
1702411080,41083.1,41113.4,41081.4,41095.1,41092.7,0.01131774,10
1702411140,41097.3,41112.1,41097.3,41112.1,41106.3,0.05623337,9
1702411200,41113.1,41133.9,41108.9,41133.2,41122.5,0.78842911,22
1702411260,41133.3,41160.0,41133.3,41160.0,41149.9,0.13633318,13
1702411320,41160.0,41167.6,41159.9,41167.6,41160.0,1.43939772,15
1702411380,41179.5,41217.7,41179.5,41217.7,41208.1,0.45309220,23
1702411440,41216.1,41216.1,41209.2,41209.2,41213.1,0.28567799,10
1702411500,41209.1,41209.2,41209.1,41209.2,41209.1,0.10291136,12
1702411560,41209.1,41209.1,41163.2,41163.2,41172.0,5.22475064,19
1702411620,41160.0,41160.0,41159.9,41160.0,41159.9,0.13182697,8
1702411680,41160.0,41195.9,41160.0,41192.4,41188.2,5.15696410,27
1702411740,41186.1,41186.1,41159.9,41160.0,41177.8,0.05546441,22
1702411800,41159.9,41159.9,41133.3,41133.3,41141.7,0.08071222,24
1702411860,41133.3,41133.3,41116.2,41121.7,41122.0,0.28984678,12
1702411920,41121.7,41158.7,41121.7,41151.9,41134.4,0.27913807,20
1702411980,41148.9,41154.1,41148.9,41154.1,41153.5,0.05447365,11
1702412040,41154.0,41154.1,41133.7,41133.7,41135.2,0.13410126,3
1702412100,41133.7,41151.0,41133.7,41138.2,41138.2,0.51747848,7
1702412160,41138.3,41138.3,41138.2,41138.2,41138.2,0.08290191,8
1702412220,41138.2,41138.2,41116.2,41116.2,41132.9,0.52535639,14
1702412280,41116.3,41116.3,41116.2,41116.3,41116.2,0.02219431,3
1702412340,41116.3,41116.3,41100.1,41100.2,41116.1,1.94332560,13
1702412400,41100.0,41100.0,41080.9,41098.1,41085.3,0.64441455,16
1702412460,41100.2,41116.3,41100.2,41116.3,41107.2,0.25938971,11
1702412520,41116.3,41156.3,41116.3,41132.1,41134.8,0.12422638,21
1702412580,41132.1,41132.1,41083.6,41083.6,41109.3,0.17766876,15
1702412640,41083.6,41083.6,41081.8,41081.8,41083.5,0.38830401,7
1702412700,41080.1,41080.1,41080.0,41080.1,41080.0,0.19761600,11
1702412760,41080.0,41080.1,41055.0,41055.0,41069.1,0.14662982,18
1702412820,41055.0,41096.2,41043.3,41096.2,41048.4,0.17120804,16
1702412880,41096.2,41121.5,41096.2,41113.5,41116.9,0.98486850,15
1702412940,41113.6,41140.0,41113.6,41140.0,41139.3,2.10209955,14
1702413000,41121.3,41147.1,41103.4,41103.4,41113.2,0.25810451,17
1702413060,41094.9,41103.4,41094.9,41103.4,41103.1,0.46536108,4
1702413120,41103.4,41103.4,41103.3,41103.4,41103.3,2.56540892,18
1702413180,41103.4,41103.4,41065.7,41070.7,41085.5,2.34770076,28
1702413240,41070.7,41107.7,41070.7,41107.7,41071.1,0.11825732,11
1702413300,41107.7,41143.3,41107.7,41138.1,41129.3,0.37431273,22
1702413360,41148.6,41163.3,41148.6,41163.3,41150.2,0.27848551,14
1702413420,41182.8,41249.3,41182.8,41249.3,41223.7,0.28199564,36
1702413480,41249.3,41263.6,41234.9,41250.6,41240.3,0.37719745,21
